"homograph"	"wordid"	"sentence"	"start"	"end"
"pigment"	"pigment_vrb"	"Plants pigment their leaves and petals with natural colorings like chlorophyll and anthocyanin."	7	14
"polish"	"polish_geo"	"A beautifully decorated Christmas tree stood tall inside St. Mary’s Polish Catholic Church."	70	76
"polish"	"polish_geo"	"After years of practice, she had developed a flawless Polish accent."	54	60
"polish"	"polish_geo"	"His ability to speak fluent Polish made him an invaluable asset on business trips abroad."	28	34
"polish"	"polish_geo"	"Despite having moved away long ago, they still kept up many cherished Polish traditions."	70	76
"polish"	"polish_geo"	"She enjoyed listening to traditional Polish music at festivals."	37	43
"polish"	"polish"	"As part of his training, he learned how to expertly polish and maintain his company's fleet of vehicles."	52	58
"polish"	"polish"	"Although the job required meticulous attention to detail, they managed to polish off the project ahead of schedule."	74	80
"polish"	"polish"	"Her grandmother taught her how to properly polish fine china when she was young, and now she does it for special occasions."	43	49
"polish"	"polish"	"The polish on her nails glistened in the light."	4	10
"polish"	"polish"	"He gave his shoes a high-polish finish for the interview."	25	31
"postulate"	"postulate_nou"	"By assuming the existence of atoms, Democritus laid down a fundamental postulate for modern chemistry."	71	80
"postulate"	"postulate_nou"	"Her doctoral thesis posited a novel postulate regarding the role of sleep in memory consolidation."	36	45
"postulate"	"postulate_nou"	"The anthropologist's latest book explores the postulate that early human societies were organized around matriarchies."	46	55
"postulate"	"postulate_nou"	"The company's new business model relies heavily on the postulate that customers will pay more for sustainable products."	55	64
"postulate"	"postulate_nou"	"His controversial postulate that humans have multiple intelligences challenged traditional notions of intelligence quotient (IQ)."	18	27
"postulate"	"postulate_vrb"	"Based on ancient texts and artifacts, archaeologists can postulate what daily life might have looked like for Egyptians thousands of years ago."	57	66
"postulate"	"postulate_vrb"	"Before we begin our analysis, let us postulate some key points about human behavior."	37	46
"postulate"	"postulate_vrb"	"While studying language acquisition, linguists may need to postulate hypotheses about innate cognitive abilities."	59	68
"postulate"	"postulate_vrb"	"By assuming certain conditions, we can postulate a theoretical maximum speed for this vehicle."	39	48
"postulate"	"postulate_vrb"	"I don't think we can postulate any assumptions without more data."	21	30
"precipitate"	"precipitate_adj-nou"	"After years of gradual decline, the industry experienced a precipitate drop in sales last quarter."	59	70
"precipitate"	"precipitate_adj-nou"	"It was clear from her tone of voice that she didn't agree with his precipitate conclusion."	67	78
"precipitate"	"precipitate_adj-nou"	"Her actions were too precipitate, and she regretted them later."	21	32
"precipitate"	"precipitate_adj-nou"	"They studied the effects of different solvents on the formation of the precipitate."	71	82
"precipitate"	"precipitate_adj-nou"	"He carefully collected the precipitate from his experiment and analyzed it for impurities."	27	38
"precipitate"	"precipitate_vrb"	"The government's new policies may precipitate an economic downturn."	34	45
"precipitate"	"precipitate_vrb"	"She was afraid that speaking up would precipitate a backlash from management."	38	49
"precipitate"	"precipitate_vrb"	"Pouring vinegar on baking soda can cause a chain reaction that would precipitate the release of carbon dioxide gas."	69	80
"precipitate"	"precipitate_vrb"	"When I heated up the milk, it started to curdle and then precipitate at the bottom of the pan."	57	68
"precipitate"	"precipitate_vrb"	"They discovered an easier method for isolating pure compounds by taking advantage of their tendency to precipitate under certain conditions."	103	114
"predicate"	"predicate_nou"	"A compound predicate consists of multiple verb forms joined by conjunctions, such as ""I have been studying for three hours."""	11	20
"predicate"	"predicate_nou"	"Adverbial clauses functioning as temporal, causal, conditional, concessive, or contrastive adjuncts may intervene between the subject and the predicate."	142	151
"predicate"	"predicate_nou"	"In English grammar, the predicate usually follows the subject and any auxiliary verbs or modals."	24	33
"predicate"	"predicate_nou"	"A quantified statement uses variables bound by a quantifier that ranges over values for which the predicate is true (or false)."	98	107
"predicate"	"predicate_nou"	"Definitions often involve specifying a set of necessary and sufficient conditions, which correspond to true/false values of a corresponding predicate."	140	149
"predicate"	"predicate_vrb"	"I don't think we can predicate anything with certainty until we have more data."	21	30
"predicate"	"predicate_vrb"	"What does this sentence predicate about self-esteem?"	24	33
"predicate"	"predicate_vrb"	"The scientist collected enough evidence to predicate that the new drug would be effective in treating the disease."	43	52
"predicate"	"predicate_vrb"	"The teacher asked the students to predicate their answers on evidence from the text."	34	43
"predicate"	"predicate_vrb"	"It's dangerous to predicate important life choices purely on other people's opinions."	18	27
"present"	"present_adj-nou"	"More and more people are choosing plant-based diets over traditional meat options, reflecting a healthier living style in the present day."	126	133
"present"	"present_adj-nou"	"At present, the bakery is offering a discount on all pasties."	3	10
"present"	"present_adj-nou"	"His absence was conspicuous, and his colleagues wondered why he wasn't present at the meeting."	71	78
"present"	"present_adj-nou"	"She carefully unwrapped each layer of wrapping paper to reveal the beautiful present inside."	77	84
"present"	"present_adj-nou"	"It truly felt like an early Christmas present when he received the news that his cancer was in remission and that treatment would soon be complete!"	38	45
"present"	"present_vrb"	"After weeks of training, she felt confident in her ability to present herself well during job interviews."	62	69
"present"	"present_vrb"	"Could you please present your arguments in a more logical order?"	17	24
"present"	"present_vrb"	"It's important to present your ideas clearly and concisely."	18	25
"present"	"present_vrb"	"The company will present their new product line at the trade show."	17	24
"present"	"present_vrb"	"It was her turn to present, so she stood up and began speaking."	19	26
"produce"	"produce_nou"	"After years of working at the supermarket, Sarah finally saved up enough money to open her own produce stand down by the waterfront."	95	102
"produce"	"produce_nou"	"At the farm stand, you can find an assortment of colorful produce, from juicy tomatoes to crisp lettuce leaves."	58	65
"produce"	"produce_nou"	"I love trying new recipes that incorporate seasonal produce to add some excitement to my meals."	52	59
"produce"	"produce_nou"	"My grandmother always had a bountiful produce patch in her backyard, full of delicious fruits and veggies just waiting to be picked."	38	45
"produce"	"produce_nou"	"Produce that is rich in antioxidants, such as berries and leafy greens, has been shown to have numerous health benefits when consumed regularly."	0	7
"produce"	"produce_vrb"	"The community came together to produce a wonderful festival celebrating diversity."	31	38
"produce"	"produce_vrb"	"The machine can produce up to 500 units per hour."	16	23
"produce"	"produce_vrb"	"They produce artisanal cheeses using traditional methods."	5	12
"produce"	"produce_vrb"	"She was able to produce an excellent report for her boss, which impressed him greatly."	16	23
"produce"	"produce_vrb"	"My computer can produce high-quality videos for uploading onto YouTube."	16	23
"progress"	"progress_nou"	"After weeks without exercise, he decided it was time to get back into progress toward better health."	70	78
"progress"	"progress_nou"	"Analysts predict continued positive progress when companies release quarterly earnings reports next week."	36	44
"progress"	"progress_nou"	"He's proud of his son's academic progress this semester."	33	41
"progress"	"progress_nou"	"I feel like we're not moving forward; there's no real progress being made."	54	62
"progress"	"progress_nou"	"It took several attempts before achieving satisfactory progress in resolving the technical issue."	55	63
"progress"	"progress_vrb"	"By breaking down larger goals into smaller tasks, it becomes easier both mentally and physically – allowing us all to progress further."	120	128
"progress"	"progress_vrb"	"His recovery was slow at first, but then he began to progress rapidly."	53	61
"progress"	"progress_vrb"	"Nowadays people expect immediate results – no one wants to wait around while others take their time trying to progress at snail’s pace!"	112	120
"progress"	"progress_vrb"	"We need to progress this discussion to a decision soon."	11	19
"progress"	"progress_vrb"	"What started out as just an idea has gradually developed into something tangible, thanks largely to your efforts to progress things."	116	124
"project"	"project_nou"	"After presenting our group project proposal, we received feedback from industry experts who suggested some valuable improvements."	27	34
"project"	"project_nou"	"Despite setbacks along the way, the startup successfully launched its first product thanks largely to effective project management."	112	119
"project"	"project_nou"	"For my business plan project, I had to create a detailed financial projection including revenue forecasts."	21	28
"project"	"project_nou"	"He spent all weekend working on his science fair project, but still didn't finish it."	49	56
"project"	"project_nou"	"His architecture firm landed a prestigious project designing a museum in downtown Los Angeles."	43	50
"project"	"project_vrb"	"By using mirrors, we were able to project light from one end of the tunnel to the other."	34	41
"project"	"project_vrb"	"Can you project the shadow of the cube onto the wall so I can see it better?"	8	15
"project"	"project_vrb"	"The company plans to project a positive image through their new marketing campaign."	21	28
"project"	"project_vrb"	"By having patients draw their thoughts, our team can better understand what they project onto others."	81	88
"project"	"project_vrb"	"We need to project our sales figures forward to plan for next quarter."	11	18
"protest"	"protest_nou"	"A group of artists created an installation made from discarded trash as part of a public art protest."	93	100
"protest"	"protest_nou"	"After months of planning, organizers finally secured permits for a mass protest in front of the White House."	72	79
"protest"	"protest_nou"	"Animal rights advocates coordinated a global day of action that included scores of local protest events."	89	96
"protest"	"protest_nou"	"Celebrities lent their voices to a campaign encouraging fans to join them in a protest to support immigration reform."	79	86
"protest"	"protest_nou"	"Hundreds of workers at the plant formed picket lines around the perimeter to stage a walkout protest."	93	100
"protest"	"protest_vrb"	"Animal rights advocates gathered to protest against circus animal abuse."	36	43
"protest"	"protest_vrb"	"A large crowd gathered downtown to protest stricter gun control laws proposed after recent mass shootings."	35	42
"protest"	"protest_vrb"	"Union members marched through downtown streets to protest changes to labor laws they said favored corporations too heavily."	50	57
"protest"	"protest_vrb"	"Parents and teachers joined forces to protest budget cuts affecting public schools."	38	45
"protest"	"protest_vrb"	"She decided to protest her unfair dismissal from work by filing a lawsuit against her former employer."	15	22
"ravel"	"ravel_nam"	"Ravel was a French composer and pianist known for his contributions to the development of Western classical music in the early 20th century."	0	5
"ravel"	"ravel_nam"	"The piano piece ""Bolero"" is one of Ravel's most famous compositions."	35	40
"ravel"	"ravel_nam"	"During World War I, Ravel served in the French army as an ambulance driver."	20	25
"ravel"	"ravel_nam"	"Ravel's music is characterized by its dreamlike quality and complex harmonies."	0	5
"ravel"	"ravel_nam"	"Ravel received numerous awards and honors during his lifetime, including the Legion d'honneur in 1920."	0	5
"ravel"	"ravel_nou"	"After much contemplation, Jack finally began to ravel together a plan for how to ask Rachel on a date."	48	53
"ravel"	"ravel_nou"	"He couldn't help but feel frustrated at the tangled mess he had made while trying to ravel up the garden hose."	85	90
"ravel"	"ravel_nou"	"I tried to ravel the tangles from my headphones before they became irreparable."	11	16
"ravel"	"ravel_nou"	"Finding no clear solution, they decided to leave the problem alone like a tangled ravel of string."	82	87
"ravel"	"ravel_nou"	"Her fingers worked quickly to separate the entangled ravel of threads before the timer went off."	53	58
"reading"	"reading_en"	"I saw her reading a romance novel."	10	17
"reading"	"reading_en"	"Developing strong reading skills at an early age sets kids up for future academic achievement."	18	25
"reading"	"reading_en"	"Do you have any suggestions for books worth reading?"	44	51
"reading"	"reading_en"	"The teacher asked us to stop reading and pay attention."	29	36
"reading"	"reading_en"	"If you don't see me in the living room, check the library - I might be reading there."	71	78
"reading"	"reading_geo"	"After living in London for years, I decided to move out to Reading for a slower pace."	59	66
"reading"	"reading_geo"	"Did you hear about the new restaurant opening up in Reading? Supposedly it's fantastic!"	52	59
"reading"	"reading_geo"	"Are there any covered bridges near Reading worth seeing? Let me grab my camera..."	35	42
"reading"	"reading_geo"	"Did you hear about the festival they have every year in Reading? It looks like fun!"	56	63
"reading"	"reading_geo"	"As one resident put it, ""There's no place like home,"" especially when that home is in Reading, MA."	86	93
"read"	"read_past"	"They read the menu at the restaurant before they ordered."	5	9
"read"	"read_past"	"I read a book last night before bed."	2	6
"read"	"read_past"	"By the age of ten, he had already read all the Harry Potter books."	34	38
"read"	"read_past"	"The exam was difficult because I hadn't read enough for it."	40	44
"read"	"read_past"	"The poem will be read at the wedding ceremony."	17	21
"read"	"read_present"	"They read newspapers at breakfast every morning."	5	9
"read"	"read_present"	"He likes to read science fiction novels."	12	16
"read"	"read_present"	"His favorite hobby is collecting rare books that he can read over and over."	56	60
"read"	"read_present"	"Read it out loud so everyone can hear what it says."	0	4
"read"	"read_present"	"The newspaper's editorial team works hard to produce a quality read every day."	63	67
"rebel"	"rebel_nou"	"After being arrested, the rebel was thrown into a dark prison cell."	26	31
"rebel"	"rebel_nou"	"Her parents were shocked when their sweet little girl grew up to become a tattooed and pierced rebel."	95	100
"rebel"	"rebel_nou"	"The rebel army fought against the government forces in the civil war."	4	9
"rebel"	"rebel_nou"	"His reputation as the rebel filmmaker preceded him, and many were eager to see his latest work."	22	27
"rebel"	"rebel_nou"	"Rebel hackers exposed corruption at the highest levels of corporate management, causing stock prices to plummet."	0	5
"rebel"	"rebel_vrb"	"After years of feeling suffocated by corporate life, she finally gathered courage to rebel and start her own business."	85	90
"rebel"	"rebel_vrb"	"She refused to conform to societal norms and chose to rebel by expressing herself through art."	54	59
"rebel"	"rebel_vrb"	"During adolescence, many kids go through a stage where they want to push boundaries and rebel against adults."	88	93
"rebel"	"rebel_vrb"	"I couldn't help but admire her spunky attitude and willingness to rebel against authority."	66	71
"rebel"	"rebel_vrb"	"The group of friends dared each other to rebel against their school's dress code and wear bold outfits."	41	46
"record"	"record_nou"	"He set a world record in the 100-meter dash at the championships."	15	21
"record"	"record_nou"	"His album broke the record for the highest number of sales in its first week."	20	26
"record"	"record_nou"	"It took her several attempts to break the previous record in high jump."	51	57
"record"	"record_nou"	"Our team has been working hard to beat our own speed record."	53	59
"record"	"record_nou"	"She holds the record for the most Olympic gold medals won by an individual."	14	20
"record"	"record_vrb"	"After years of performing stand-up comedy, he finally decided to record an hour special."	65	71
"record"	"record_vrb"	"Can we please record our Zoom meeting so that everyone who missed it can see what happened?"	14	20
"record"	"record_vrb"	"I'll record my presentation so you can watch it later if you miss the live version."	5	11
"record"	"record_vrb"	"Please don’t move until I say “cut” or else we will have to re-record everything!"	69	75
"record"	"record_vrb"	"We need to record ourselves rehearsing before we go live."	11	17
"recount"	"recount_nou"	"A recount of past natural disasters helped inform emergency response planning efforts."	2	9
"recount"	"recount_nou"	"A recount of the museum's artifacts led to the discovery of several rare items."	2	9
"recount"	"recount_nou"	"Researchers took a recount of endangered species populations to track conservation progress."	19	26
"recount"	"recount_nou"	"The election results were close, so a recount was necessary to determine the winner."	38	45
"recount"	"recount_nou"	"The historian conducted a recount of primary sources to reconstruct the event."	26	33
"recount"	"recount_vrb"	"After each performance, actors would often recount moments where things went wrong or hilariously right."	43	50
"recount"	"recount_vrb"	"At family gatherings, he loved to recount tales of his adventures abroad."	34	41
"recount"	"recount_vrb"	"During therapy, she was encouraged to recount her traumatic experiences."	38	45
"recount"	"recount_vrb"	"The witness was able to recount every detail of the crime scene with surprising accuracy."	24	31
"recount"	"recount_vrb"	"In order to receive compensation, customers had to recount their losses in detail."	51	58
"refund"	"refund_nou"	"There is typically a restocking fee associated with returning an item without its original packaging, which reduces the amount eligible for refund."	140	146
"refund"	"refund_nou"	"He was disappointed that his return wasn't accepted and he had to apply for a refund instead."	78	84
"refund"	"refund_nou"	"It took several weeks, but eventually, they processed my refund and sent me a check."	57	63
"refund"	"refund_nou"	"In order to get the refund, please submit proof of purchase along with the damaged product."	20	26
"refund"	"refund_nou"	"She requested a refund for the concert ticket she couldn't use."	16	22
"refund"	"refund_vrb"	"After inspecting the damage, the insurance company decided to refund our claim."	62	68
"refund"	"refund_vrb"	"I accidentally paid twice for the same service, so they agreed to refund me."	66	72
"refund"	"refund_vrb"	"The company will refund your money if you're not satisfied with their product."	17	23
"refund"	"refund_vrb"	"They offered to refund our payment after we complained about the poor service."	16	22
"refund"	"refund_vrb"	"The store will refund the difference in price if you find a lower price elsewhere."	15	21
"refuse"	"refuse_nou"	"The city's trash collection service only picks up household refuse on Tuesdays and Thursdays."	60	66
"refuse"	"refuse_nou"	"It's important to properly dispose of electronic waste instead of just throwing it in the regular refuse bin."	98	104
"refuse"	"refuse_nou"	"I can't believe how much refuse accumulated during our home renovation project!"	25	31
"refuse"	"refuse_nou"	"When camping, be sure to pack out all your non-biodegradable refuse to avoid polluting the environment."	61	67
"refuse"	"refuse_nou"	"I wish my neighbor wouldn’t treat my yard like a giant refuse dump!"	57	63
"refuse"	"refuse_vrb"	"The company leaders refuse to comment on rumors of financial difficulties."	20	26
"refuse"	"refuse_vrb"	"The bakery down the street has such delicious pastries that I can't refuse going there every morning."	68	74
"refuse"	"refuse_vrb"	"When someone offers you free concert tickets to your favorite band, there is no way you can refuse!"	92	98
"refuse"	"refuse_vrb"	"I had to refuse the invitation to the party because I had other plans."	9	15
"refuse"	"refuse_vrb"	"Will you refuse to sign up for social media accounts due to privacy concerns?"	9	15
"reject"	"reject_nou"	"She felt like a reject after being turned down by every college he applied to."	16	22
"reject"	"reject_nou"	"After three failed relationships, Sarah began to feel like she was destined to be forever alone, a perpetual reject."	109	115
"reject"	"reject_nou"	"Despite his best efforts, he couldn't shake off the label of being a reject."	69	75
"reject"	"reject_nou"	"The underdog sports team was always treated as a reject by fans and commentators."	49	55
"reject"	"reject_nou"	"The homeless man on the street corner is just one example of a social reject."	70	76
"reject"	"reject_vrb"	"I had to reject several job offers because they didn't pay enough."	9	15
"reject"	"reject_vrb"	"My doctor recommended that I reject the surgery and try physical therapy instead."	29	35
"reject"	"reject_vrb"	"Many people in society still reject the idea of gender fluidity."	29	35
"reject"	"reject_vrb"	"The company will reject applicants who don't meet the qualifications."	17	23
"reject"	"reject_vrb"	"The school board voted to reject the new curriculum proposed by the administration."	26	32
"rerelease"	"rerelease"	"The classic film was given a rerelease in celebration of its anniversary."	29	38
"rerelease"	"rerelease"	"They found an old copy of the book in storage and decided to do a rerelease."	66	75
"rerelease"	"rerelease"	"After years out of print, this influential punk rock record finally gets the deluxe rerelease treatment it deserves!"	84	93
"rerelease"	"rerelease"	"The band's hit album from the '90s is getting a surprise rerelease with bonus tracks."	57	66
"rerelease"	"rerelease"	"Fans were excited about the rerelease of their favorite video game with updated graphics."	28	37
"rerelease"	"rerelease_vrb"	"The record label decided to rerelease the album on vinyl for its anniversary."	28	37
"rerelease"	"rerelease_vrb"	"The publisher is set to rerelease the novel in paperback next month."	24	33
"rerelease"	"rerelease_vrb"	"Due to public interest, the museum has opted to rerelease tickets for the sold-out exhibition."	48	57
"rerelease"	"rerelease_vrb"	"The software developers announced they would rerelease the program with improved features."	45	54
"rerelease"	"rerelease_vrb"	"The publisher chose to rerelease the book with a new introduction and updated content."	23	32
"resume"	"resume_nou"	"After taking a break from her career, Sarah updated her resume and started applying for jobs again."	56	62
"resume"	"resume_nou"	"John's impressive resume landed him an interview with his dream company."	18	24
"resume"	"resume_nou"	"Including relevant coursework on your resume can help you stand out to potential employers."	38	44
"resume"	"resume_nou"	"With over 10 years of experience in marketing, Rachel had built quite an extensive resume."	83	89
"resume"	"resume_nou"	"If your resume doesn’t grab their attention within six seconds, it’ll likely be tossed aside."	8	14
"resume"	"resume_vrb"	"After taking a break to raise her children, Sarah decided to resume her career in marketing."	61	67
"resume"	"resume_vrb"	"Lily had been out of work for months but was eager to resume job hunting with renewed energy and confidence."	54	60
"resume"	"resume_vrb"	"Following a successful interview, Tom was invited to resume discussions with the CEO about the open position."	53	59
"resume"	"resume_vrb"	"Maryam decided it was time to resume her education by enrolling in night classes while continuing to work full-time."	30	36
"resume"	"resume_vrb"	"Before accepting the promotion, David wanted to ensure that he could resume working on projects that truly interested him."	69	75
"retard"	"retard_nou"	"As a child, Mike was teased mercilessly by classmates who saw him as a retard because of his learning disability."	71	77
"retard"	"retard_nou"	"My brother is such a retard - he tried to fix our broken TV by hitting it with a hammer."	21	27
"retard"	"retard_nou"	"If only we had never hired that retard, we might have avoided bankruptcy."	32	38
"retard"	"retard_nou"	"Why did you trust that retard with your life savings?"	23	29
"retard"	"retard_nou"	"She's not a retard, she's just misunderstood."	12	18
"retard"	"retard_vrb"	"Viscous liquids retard the flow of fluids through pipes."	16	22
"retard"	"retard_vrb"	"Pasteurization can retard milk from turning sour."	19	25
"retard"	"retard_vrb"	"Scientists have found a new drug to retard the progression of cancer cells."	36	42
"retard"	"retard_vrb"	"The company is investigating factors that retard the increase of revenue."	42	48
"retard"	"retard_vrb"	"Inadequate sleep patterns have been shown to retard memory consolidation."	45	51
"rodeo"	"rodeo_geo"	"I'm heading to Rodeo, California this weekend for a family reunion."	15	20
"rodeo"	"rodeo_geo"	"I'm planning a trip to Rodeo, Argentina next summer."	23	28
"rodeo"	"rodeo_geo"	"Located on the coast of Northern California, Rodeo is a popular tourist destination."	45	50
"rodeo"	"rodeo_geo"	"There was a big parade down Rodeo Boulevard last weekend to kick off the summer season."	28	33
"rodeo"	"rodeo_geo"	"Located in the heart of Manila, Rodeo offers a unique shopping experience."	32	37
"rodeo"	"rodeo"	"Barrel racing is one of my favorite events at the rodeo."	50	55
"rodeo"	"rodeo"	"The rodeo arena was filled with excited spectators."	4	9
"rodeo"	"rodeo"	"They spent all day watching the bull riding at the rodeo."	51	56
"rodeo"	"rodeo"	"There were several injuries during the rodeo performance."	39	44
"rodeo"	"rodeo"	"Her dream is to one day perform at the National Finals Rodeo."	55	60
"row"	"row_1"	"The row of houses on the street were all identical."	4	7
"row"	"row_1"	"After his speech, there was a row of reporters waiting to ask him questions."	30	33
"row"	"row_1"	"He was seated in the front row at the concert and had an amazing view."	27	30
"row"	"row_1"	"Each row of the matrix represented a different data point."	5	8
"row"	"row_1"	"It takes two people to row a tandem kayak."	23	26
"row"	"row_2"	"She got into a heated argument with her brother and they had a big row."	67	70
"row"	"row_2"	"He's been in a bad mood all day, let's hope he doesn't start a row at the party tonight."	63	66
"row"	"row_2"	"My parents got into such a loud row last night that I could hear them through my bedroom walls."	32	35
"row"	"row_2"	"The two neighbors have been having a row for weeks over the noise from their shared wall."	37	40
"row"	"row_2"	"They got into a heated argument that escalated into a full-blown row."	65	68
"sake"	"sake_jp"	"Sake is often served during special occasions like New Year's Eve."	0	4
"sake"	"sake_jp"	"They exchanged vows and drank sake at their wedding ceremony."	30	34
"sake"	"sake_jp"	"She bought a bottle of expensive sake to celebrate her promotion."	33	37
"sake"	"sake_jp"	"The sake tasted sweet and smooth, perfect for sipping."	4	8
"sake"	"sake_jp"	"The taste of sake varies depending on the region and type of rice used in production."	13	17
"sake"	"sake"	"For my sake, please don't tell anyone about our secret agreement."	7	11
"sake"	"sake"	"The company is willing to sacrifice profits for the sake of its employees' well-being."	52	56
"sake"	"sake"	"I can't believe you would do something so reckless just for the sake of excitement!"	64	68
"sake"	"sake"	"His actions were motivated by nothing but pure spite, to the detriment of everyone else's sake."	90	94
"sake"	"sake"	"He acted as a mediator in order to avoid any further conflict for the sake of peace."	70	74
"separate"	"separate_adj"	"The separate rooms in the house were all decorated differently."	4	12
"separate"	"separate_adj"	"There are separate lanes for cars going in different directions on the highway."	10	18
"separate"	"separate_adj"	"They have a separate room for guests to stay in."	12	20
"separate"	"separate_adj"	"He has a separate phone number for his business calls."	9	17
"separate"	"separate_adj"	"There is a separate form for international students to fill out."	11	19
"separate"	"separate_vrb"	"The company will separate its business operations into two distinct divisions."	17	25
"separate"	"separate_vrb"	"They had to separate their dogs when they started fighting."	12	20
"separate"	"separate_vrb"	"I need some time alone to separate my thoughts and feelings."	26	34
"separate"	"separate_vrb"	"It was difficult for them to separate their personal lives from work."	29	37
"separate"	"separate_vrb"	"Can you please separate these papers by date and category?"	15	23
"sow"	"sow_nou"	"She raised a litter of piglets from a sow she had purchased at auction."	38	41
"sow"	"sow_nou"	"In some cultures, keeping a pet sow is considered good luck."	32	35
"sow"	"sow_nou"	"That poor sow has been pregnant forever - I think she might have broken a record."	10	13
"sow"	"sow_nou"	"I had no idea that feeding a sow could be so time-consuming!"	29	32
"sow"	"sow_nou"	"Our sow gave birth last night; come meet the new babies!"	4	7
"sow"	"sow"	"Birds sow seeds by dropping them on the ground."	6	9
"sow"	"sow"	"I don't want to sow discord between you and your sister."	16	19
"sow"	"sow"	"You must not sow all your money into one investment."	13	16
"sow"	"sow"	"The wind scattered the seeds, causing them to sow unevenly."	46	49
"sow"	"sow"	"The old adage goes, ""You reap what you sow."""	39	42
"subject"	"subject_adj-nou"	"Mathematics is a difficult subject for many students."	27	34
"subject"	"subject_adj-nou"	"She is an expert in the field of biology and often serves as a guest lecturer on the subject."	85	92
"subject"	"subject_adj-nou"	"The science fair judges were impressed by his thorough research on the subject matter he had chosen."	71	78
"subject"	"subject_adj-nou"	"Each subject completed a series of tasks designed to test their cognitive abilities."	5	12
"subject"	"subject_adj-nou"	"Be careful with the subject-verb agreement when you make a sentence in French."	20	27
"subject"	"subject_vrb"	"The teacher asked the students to subject their essays to a thorough proofreading before submitting them."	34	41
"subject"	"subject_vrb"	"The researcher decided to subject her hypothesis to statistical analysis to confirm its validity."	26	33
"subject"	"subject_vrb"	"In order to meet safety standards, manufacturers must subject their products to strict quality control procedures."	54	61
"subject"	"subject_vrb"	"The committee will subject all applicants to a rigorous background check before making a decision."	19	26
"subject"	"subject_vrb"	"You can't just subject people to your arbitrary rules without explanation."	15	22
"subordinate"	"subordinate_adj-nou"	"Subordinate officers often had more direct contact with frontline troops than high-ranking generals did during wartime."	0	11
"subordinate"	"subordinate_adj-nou"	"As manager, it was my job to oversee all of the subordinate departments within our branch."	48	59
"subordinate"	"subordinate_adj-nou"	"The well-trained dog was subordinate to its master's commands and always obeyed without hesitation."	25	36
"subordinate"	"subordinate_adj-nou"	"The subordinate clause in the sentence was essential to its meaning."	4	15
"subordinate"	"subordinate_adj-nou"	"There's rumor that the manager is having an affair with his subordinate."	60	71
"subordinate"	"subordinate_vrb"	"To streamline processes, management decided to subordinate customer service under the accounting department."	47	58
"subordinate"	"subordinate_vrb"	"The company's board of directors decided to subordinate all department heads to the CEO."	44	55
"subordinate"	"subordinate_vrb"	"They needed to subordinate their individual goals to achieve success as a collective unit."	15	26
"subordinate"	"subordinate_vrb"	"Corporation shareholders voted to subordinate existing shares to newly issued preferred stocks."	34	45
"subordinate"	"subordinate_vrb"	"It is important that pilots subordinate their instincts to established flight procedures."	28	39
"supplement"	"supplement_nou"	"I've started taking a daily vitamin supplement to improve my overall health."	36	46
"supplement"	"supplement_nou"	"He takes a joint supplement to help alleviate arthritis pain in his knees."	17	27
"supplement"	"supplement_nou"	"To support immune system function, she drinks an elderberry syrup supplement twice a day."	66	76
"supplement"	"supplement_nou"	"In addition to her regular meals, she takes a protein supplement to help build muscle."	54	64
"supplement"	"supplement_nou"	"Coenzyme Q10 (CoQ10) is a popular antioxidant supplement linked to energy production within cells."	46	56
"supplement"	"supplement_vrb"	"The company will supplement our training with online courses."	17	27
"supplement"	"supplement_vrb"	"They supplement their farm's revenue by selling homemade jams and jellies at the farmer's market."	5	15
"supplement"	"supplement_vrb"	"Our teacher suggested that we supplement our textbook with additional readings."	30	40
"supplement"	"supplement_vrb"	"After injuring himself, he had to supplement his physical therapy with yoga exercises."	34	44
"supplement"	"supplement_vrb"	"The company plans to supplement their employee's income with bonuses and benefits."	21	31
"suspect"	"suspect_adj-nou"	"The police have identified a suspect in the recent burglaries."	29	36
"suspect"	"suspect_adj-nou"	"They took the suspect into custody and questioned him for several hours."	14	21
"suspect"	"suspect_adj-nou"	"We need more proof before we can officially name him as a suspect."	58	65
"suspect"	"suspect_adj-nou"	"The FBI has been tracking this suspect for months, but they still haven't made an arrest."	31	38
"suspect"	"suspect_adj-nou"	"Due to lack of concrete proof, all charges against the suspect were dropped."	55	62
"suspect"	"suspect_vrb"	"The police suspect that the burglar may have had an accomplice."	11	18
"suspect"	"suspect_vrb"	"Her strange behavior made me suspect she was hiding something."	29	36
"suspect"	"suspect_vrb"	"After hearing rumors about ghosts living inside its walls, everyone began to suspect the mansion was haunted."	77	84
"suspect"	"suspect_vrb"	"Having listened to the accounts of several witnesses, investigators now suspect that there was more than one perpetrator involved in the crime."	72	79
"suspect"	"suspect_vrb"	"I suspect that this restaurant may have overcooked my steak."	2	9
"syndicate"	"syndicate_nou"	"The company was accused of being a syndicate and monopolizing the market."	35	44
"syndicate"	"syndicate_nou"	"A media conglomerate bought out several smaller news organizations and formed a global syndicate."	87	96
"syndicate"	"syndicate_nou"	"Labor unions acted collectively as a worker's rights syndicate, demanding better wages from corporations during negotiations."	53	62
"syndicate"	"syndicate_nou"	"The wealthiest families created an investment club functioning essentially like an informal family office syndicate."	106	115
"syndicate"	"syndicate_nou"	"The criminal underworld was controlled by a powerful syndicate with ties to organized crime."	53	62
"syndicate"	"syndicate_vrb"	"The real estate developer chose to syndicate ownership of the building to attract more investors."	35	44
